id	type	heading	synonyms
CHEMBL1075046	Target	Dihydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase;4.3.3.7;4-hydroxy-tetrahydrodipicolinate synthase;ABW01_09780;BASH2_02000;BVG01_13410;CN488_10985;COE56_11805;COL95_11110;dapA2;FYB77_05855;GBAA_3935;GRA88_24455;GRA94_20405;GRA98_20370;HTPA synthase;MCCC1A01412_27740;Synonyms=dapA;Synonyms=dapA2
CHEMBL1075047	Target	DNA polymerase III subunit epsilon	DNA polymerase III subunit epsilon;2.7.7.7;DNA polymerase III subunit epsilon;dnaQ;mutD 
CHEMBL1075048	Target	Protoporphyrinogen oxidase	Coproporphyrinogen III oxidase;1.3.3.15;cgoX;Coproporphyrinogen III oxidase;hemG ;hemY ;Synonyms=hemG
CHEMBL1075049	Target	Menaquinone biosynthesis methyltransferase ubiE	Demethylmenaquinone methyltransferase;2.1.1.163;Demethylmenaquinone methyltransferase;gerC2;gerCB;menG;menH
CHEMBL1075050	Target	Dipeptidyl peptidase 1	Dipeptidyl peptidase 1;3.4.14.1;Cathepsin C;Cathepsin J;CTSC;Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain;Dipeptidyl peptidase I;Dipeptidyl peptidase I exclusion domain chain;Dipeptidyl peptidase I heavy chain;Dipeptidyl peptidase I light chain;Dipeptidyl transferase;DPPI;DPP-I
CHEMBL1075051	Target	Dihydrofolate reductase	Dihydrofolate reductase;1.5.1.3;DHFR;Dihydrofolate reductase
CHEMBL1075052	Target	Beta-hexosaminidase subunit alpha	Beta-hexosaminidase subunit alpha;3.2.1.52;Beta-hexosaminidase subunit alpha;Beta-N-acetylhexosaminidase subunit alpha;HEXA;Hexosaminidase subunit A;N-acetyl-beta-glucosaminidase subunit alpha
CHEMBL1075053	Target	Beta-lactoglobulin	Beta-lactoglobulin;Allergen=Bos d 5;Beta-lactoglobulin;Beta-LG;LGB
CHEMBL1075054	Target	Low molecular weight phosphotyrosine protein phosphatase	Low molecular weight phosphotyrosine protein phosphatase;3.1.3.2;3.1.3.48;ACP1;LMW-PTP;LMW-PTPase;Low molecular weight cytosolic acid phosphatase;Low molecular weight phosphotyrosine protein phosphatase
CHEMBL1075055	Target	Beta-galactosidase	Beta-galactosidase;3.2.1.23;Beta-gal;Beta-galactosidase
CHEMBL1075056	Target	Lanosterol synthase	Lanosterol synthase;2,3-epoxysqualene--lanosterol cyclase;5.4.99.7;ERG7;Ergosterol biosynthesis protein 7;Lanosterol synthase;OSC;Oxidosqualene--lanosterol cyclase
CHEMBL1075057	Target	Strictosidine beta-glucosidase	Strictosidine beta-glucosidase;3.2.1.105;Strictosidine beta-glucosidase
CHEMBL1075058	Target	Chemoattractant receptor-homologous molecule expressed on Th2 cells	Chemoattractant receptor-homologous molecule expressed on Th2 cells;Chemoattractant receptor-homologous molecule expressed on Th2 cells;CRTH2;Prostaglandin D2 receptor 2;Synonyms=PTGDR2
CHEMBL1075059	Target	Sensor histidine kinase yycG	Sensor histidine kinase WalK;2.7.13.3;Sensor histidine kinase WalK;walK
CHEMBL1075060	Target	Arginase-1	Arginase-1;3.5.3.1;ARG1;Arginase-1;Liver-type arginase;Type I arginase
CHEMBL1075061	Target	Muscarinic receptor 2	Muscarinic acetylcholine receptor;GPM2;Muscarinic acetylcholine receptor;Synonyms=CHRM2
CHEMBL1075062	Target	Thymidine kinase	Thymidine kinase;2.7.1.21;Synonyms=TK;Thymidine kinase;UL23
CHEMBL1075063	Target	Gil1	Beta-lactamase;3.5.2.6;Beta-lactamase;BlaGIL-1
CHEMBL1075064	Target	Botulinum neurotoxin type B	Botulinum neurotoxin type B;3.4.24.69;BoNT/B;Bontoxilysin-B;botB;Botulinum neurotoxin B heavy chain;Botulinum neurotoxin B light chain;Botulinum neurotoxin type B
CHEMBL1075065	Target	Pyruvate-flavodoxin oxidoreductase	Pyruvate-flavodoxin oxidoreductase;1.2.7.1;nifJ;Pyruvate-flavodoxin oxidoreductase
CHEMBL1075066	Target	Sterol O-acyltransferase 1	Sterol O-acyltransferase 1;2.3.1.26;ACAT;ACAT1;ACAT-1;Acyl-coenzyme A:cholesterol acyltransferase 1;Cholesterol acyltransferase 1;SOAT1;Sterol O-acyltransferase 1
CHEMBL1075067	Target	Endothiapepsin	Endothiapepsin;3.4.23.22;Aspartate protease;EAPA;Endothiapepsin;EPN-1
CHEMBL1075068	Target	Diacylglycerol kinase 1	Diacylglycerol kinase 1;2.7.1.107;DAG kinase 1;Dgk;DGK 1;DGK1 ;Diacylglycerol kinase 1;Diglyceride kinase 1
CHEMBL1075069	Target	RmtA	RmtA;rmtA;RmtA
CHEMBL1075070	Target	Proteinase K	Proteinase K;3.4.21.64;Endopeptidase K;PROK;Proteinase K;Tritirachium alkaline proteinase
CHEMBL1075071	Target	Muscarinic receptor 4	Muscarinic acetylcholine receptor;GPM4;Muscarinic acetylcholine receptor
CHEMBL1075072	Target	DNA-directed RNA polymerase	T7 RNA polymerase;2.7.7.6;DNA-directed RNA polymerase;T7 RNA polymerase
CHEMBL1075073	Target	Beta-lactamase SCO-1	Beta-lactamase;3.5.2.6;Beta-lactamase;blaSCO-1
CHEMBL1075074	Target	ATP synthase subunit a	ATP synthase subunit a;atpB;ATP synthase F0 sector subunit a;ATP synthase subunit a;F-ATPase subunit 6;papD;uncB
CHEMBL1075075	Target	DNA adenine methylase	DNA adenine methylase;2.1.1.72;dam;Deoxyadenosyl-methyltransferase;DNA adenine methylase;DNA adenine methyltransferase;M.EcoKDam;Orphan methyltransferase M.EcoKDam
CHEMBL1075076	Target	UDP-galactopyranose mutase	UDP-galactopyranose mutase;5.4.99.9;glf;UDP-galactopyranose mutase;UDP-GALP mutase;UGM;Uridine 5-diphosphate galactopyranose mutase;yefE 
CHEMBL1075077	Target	Translation initiation factor IF-3	Translation initiation factor IF-3;fit;infC;srjA;Translation initiation factor IF-3;Translation initiation factor IF-3, N-terminally processed;Translation initiation factor IF-3S
CHEMBL1075078	Target	Geranyltranstransferase	Farnesyl diphosphate synthase;2.5.1.10;(2E,6E)-farnesyl diphosphate synthase;Farnesyl diphosphate synthase;FPP synthase;Geranyltranstransferase;ispA
CHEMBL1075079	Target	Cystathionine beta-lyase metC	Cystathionine beta-lyase MetC;4.4.1.13;4.4.1.28;Beta-cystathionase MetC;CBL;Cystathionine beta-lyase MetC;Cysteine desulfhydrase MetC;Cysteine lyase MetC;Cysteine-S-conjugate beta-lyase MetC;metC
CHEMBL1075080	Target	Oxygen-insensitive NAD(P)H nitroreductase	Oxygen-insensitive NAD(P)H nitroreductase;1.-.-.-;1.5.1.34;Dihydropteridine reductase;FMN-dependent nitroreductase;nfnB;nfsB;nfsI;ntr;Oxygen-insensitive NAD(P)H nitroreductase;Synonyms=dprA
CHEMBL1075081	Target	SHV-5 extended spectrum beta-lactamase	Beta-lactamase;3.5.2.6;Beta-lactamase;shv5
CHEMBL1075082	Target	DNA primase traC	DNA primase TraC;2.7.7.-;DNA primase TraC;Replication primase;traC
CHEMBL1075083	Target	Cytosolic endo-beta-N-acetylglucosaminidase	Cytosolic endo-beta-N-acetylglucosaminidase;3.2.1.96;Cytosolic endo-beta-N-acetylglucosaminidase;ENGase;ENGASE
CHEMBL1075084	Target	Transcription factor AP-1	Transcription factor Jun;JUN;Proto-oncogene c-Jun;Transcription factor AP-1 subunit Jun;Transcription factor Jun
CHEMBL1075085	Target	Ovalbumin	Ovalbumin;Allergen=Gal d 2;Allergen Gal d II;Egg albumin;Ovalbumin;Plakalbumin;SERPINB14
CHEMBL1075086	Target	Alanine racemase	Alanine racemase;5.1.1.1;Alanine racemase;alr;dal
CHEMBL1075087	Target	S-adenosyl-L-methionine:delta24-sterol-C-methyltransferase	Methyltransferase;2.1.1.-;Methyltransferase
CHEMBL1075088	Target	Cysteine synthase	Cysteine synthase;2.5.1.47;CSase;cysK;Cysteine synthase;O-acetylserine sulfhydrylase;O-acetylserine (thiol)-lyase;OAS-TL
CHEMBL1075089	Target	Shikimate kinase	Shikimate kinase;2.7.1.71;aroK;Shikimate kinase
CHEMBL1075090	Target	Nicotinic acetylcholine receptor alpha1 subunit	Nicotinic acetylcholine receptor alpha1 subunit;nAChR;Nicotinic acetylcholine receptor alpha1 subunit
CHEMBL1075091	Target	Core antigen	Capsid protein;Capsid protein;Core antigen;Core protein;HBcAg;HBcAg;p21.5;Synonyms=C {ECO:0000256|HAMAP-Rule:MF_04076
CHEMBL1075092	Target	Glycine receptor subunit alpha-3	Glycine receptor subunit alpha-3;GLRA3;Glycine receptor subunit alpha-3
CHEMBL1075093	Target	Farnesyl pyrophosphate synthase	Farnesyl pyrophosphate synthase;2.5.1.1;2.5.1.10;(2E,6E)-farnesyl diphosphate synthase;Cholesterol-regulated 39 kDa protein;CR 39;Dimethylallyltranstransferase;Farnesyl diphosphate synthase;Farnesyl pyrophosphate synthase;Fdps;FPP synthase;FPS;Geranyltranstransferase
CHEMBL1075094	Target	Nuclear factor erythroid 2-related factor 2	Nuclear factor erythroid 2-related factor 2;HEBP1;NFE2L2;NF-E2-related factor 2;NFE2-related factor 2;Nrf-2;NRF2;Nuclear factor erythroid 2-related factor 2;Nuclear factor, erythroid derived 2, like 2;Synonyms=NRF2;Synonyms=NRF2 {ECO:0000303|PubMed:33009401
CHEMBL1075095	Target	Acetolactate synthase catalytic subunit, mitochondrial	Acetolactate synthase catalytic subunit, mitochondrial;2.2.1.6;Acetohydroxy-acid synthase catalytic subunit;Acetolactate synthase catalytic subunit, mitochondrial;AHAS;ALS;ILV2;SMR1 
CHEMBL1075096	Target	UDP-galactofuranosyl transferase GlfT2	Galactofuranosyltransferase GlfT2;2.4.1.288;Arabinogalactan galactosyltransferase 2;Galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase;Galactofuranosyltransferase GlfT2;GalTr 2;glfT2;Polymerizing galactofuranosyltransferase GlfT2;Synonyms=glfT;Synonyms=glfT {ECO:0000303|PubMed:11304545
CHEMBL1075097	Target	Arginase-1	Arginase-1;3.5.3.1;ARG1;Arginase-1;Liver-type arginase;Type I arginase
CHEMBL1075098	Target	Insulin-like growth factor 1 receptor	Insulin-like growth factor 1 receptor;2.7.10.1;CD_antigen=CD221;Igf1r;IGF-I receptor;Insulin-like growth factor 1 receptor;Insulin-like growth factor 1 receptor alpha chain;Insulin-like growth factor 1 receptor beta chain;Insulin-like growth factor I receptor
CHEMBL1075099	Target	Aminodeoxychorismate lyase	Aminodeoxychorismate lyase;4.1.3.38;4-amino-4-deoxychorismate lyase;ADCL;ADC lyase;Aminodeoxychorismate lyase;pabC
CHEMBL1075100	Target	Sialidase	Sialidase;3.2.1.18;NANase;nanH;Neuraminidase;Sialidase
CHEMBL1075101	Target	G-protein coupled receptor 81	Hydroxycarboxylic acid receptor 1;GPR104;GPR81;G-protein coupled receptor 104;G-protein coupled receptor 81;HCA1 ;HCAR1;Hydroxycarboxylic acid receptor 1
CHEMBL1075102	Target	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha;2.7.1.137;2.7.1.153;2.7.1.154;Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha;Phosphoinositide 3-kinase-C2-alpha;PI3K-C2-alpha;PIK3C2A;PtdIns-3-kinase C2 subunit alpha
CHEMBL1075103	Target	ATP synthase subunit beta, mitochondrial	ATP synthase subunit beta, mitochondrial;7.1.2.2;ATP2;ATP synthase subunit beta, mitochondrial
CHEMBL1075104	Target	Leucine-rich repeat serine/threonine-protein kinase 2	Leucine-rich repeat serine/threonine-protein kinase 2;2.7.11.1;3.6.5.-;Dardarin;Leucine-rich repeat serine/threonine-protein kinase 2;LRRK2;PARK8
CHEMBL1075105	Target	Protein tyrosine phosphatase type IVA 2	Protein tyrosine phosphatase type IVA 2;3.1.3.48;HU-PP-1;OV-1;PRL2;PRL-2;Protein-tyrosine phosphatase 4a2;Protein-tyrosine phosphatase of regenerating liver 2;Protein tyrosine phosphatase type IVA 2;PTP4A2;PTPCAAX2 ;PTP(CAAXII)
CHEMBL1075106	Target	Toll-like receptor 2	Toll-like receptor 2;CD_antigen=CD282;Tlr2;Toll-like receptor 2
CHEMBL1075107	Target	Sphingosine kinase 1	Sphingosine kinase 1;2.3.1.-;2.7.1.91;Acetyltransferase SPHK1;SK 1;Sphingosine kinase 1;Sphk1;SPK 1
CHEMBL1075108	Target	Solute carrier family 12 member 5	Solute carrier family 12 member 5;Electroneutral potassium-chloride cotransporter 2;Furosemide-sensitive K-Cl cotransporter;Kcc2;K-Cl cotransporter 2;Neuronal K-Cl cotransporter;rKCC2;Slc12a5;Solute carrier family 12 member 5
CHEMBL1075109	Target	Anthranilate synthase component 1	Anthranilate synthase component 1;4.1.3.27;Anthranilate synthase component 1;ASI;trpE
CHEMBL1075110	Target	Sterol 14-alpha demethylase	Sterol 14-alpha demethylase;1.14.14.154;CYP51;Cytochrome P450 51;Lanosterol 14-alpha demethylase;Sterol 14-alpha demethylase;Tc14DM
CHEMBL1075111	Target	Bombesin receptor subtype-3	Bombesin receptor subtype-3;Bombesin receptor subtype-3;Brs3;BRS-3
CHEMBL1075112	Target	G protein-coupled receptor 44	Prostaglandin D2 receptor 2;Crth2;Gpr44;G protein-coupled receptor 44;Prostaglandin D2 receptor 2;Ptgdr2
CHEMBL1075113	Target	Toll-like receptor 3	Toll-like receptor 3;CD_antigen=CD283;TLR3;Toll-like receptor 3
CHEMBL1075115	Target	Dual specificity tyrosine-phosphorylation-regulated kinase 4	Dual specificity tyrosine-phosphorylation-regulated kinase 4;2.7.12.1;Dual specificity tyrosine-phosphorylation-regulated kinase 4;DYRK4
CHEMBL1075116	Target	DNA-binding protein inhibitor ID-1	DNA-binding protein inhibitor ID-1;bHLHb24;BHLHB24;Class B basic helix-loop-helix protein 24;DNA-binding protein inhibitor ID-1;ID;ID1;Inhibitor of differentiation 1;Inhibitor of DNA binding 1
CHEMBL1075117	Target	Microtubule-associated protein tau	Microtubule-associated protein tau;Mapt;Microtubule-associated protein tau;Mtapt;Neurofibrillary tangle protein;Paired helical filament-tau;PHF-tau;Tau
CHEMBL1075118	Target	Fatty acid-binding protein, adipocyte	Fatty acid-binding protein, adipocyte;3T3-L1 lipid-binding protein;Adipocyte lipid-binding protein;Adipocyte-type fatty acid-binding protein;AFABP;A-FABP;ALBP;Ap2;Fabp4;Fatty acid-binding protein 4;Fatty acid-binding protein, adipocyte;Myelin P2 protein homolog;P15;P2 adipocyte protein;Protein 422
CHEMBL1075119	Target	Kinesin-like protein KIFC3	Kinesin-like protein KIFC3;KIFC3;Kinesin-like protein KIFC3
CHEMBL1075120	Target	Diacylglycerol kinase delta	Diacylglycerol kinase delta;130 kDa diacylglycerol kinase;2.7.1.107;DAG kinase delta;DGKD;DGK-delta;Diacylglycerol kinase delta;Diglyceride kinase delta;KIAA0145;Synonyms=KIAA0145
CHEMBL1075121	Target	Putative hydrolase RBBP9	Serine hydrolase RBBP9;3.-.-.-;B5T-overexpressed gene protein;BOG;Protein BOG;RBBP10;RBBP-10;RBBP9;RBBP-9;Retinoblastoma-binding protein 10;Retinoblastoma-binding protein 9;Serine hydrolase RBBP9
CHEMBL1075125	Target	Cytochrome P450 1A2	Cytochrome P450 1A2;1.14.14.1;4.2.1.152;Cholesterol 25-hydroxylase;Cyp1a2;Cyp1a-2;CYPIA2;Cytochrome P-448;Cytochrome P450 1A2;Cytochrome P-450d;Cytochrome P450-D;Hydroperoxy icosatetraenoate dehydratase
CHEMBL1075126	Target	Pyruvate kinase isozymes R/L	Pyruvate kinase PKLR;2.7.1.40;PK1;PKL;PKLR;Pyruvate kinase 1;Pyruvate kinase isozymes L/R;Pyruvate kinase PKLR;Red cell/liver pyruvate kinase;R-type/L-type pyruvate kinase
CHEMBL1075127	Target	Baculoviral IAP repeat-containing protein 7	Baculoviral IAP repeat-containing protein 7;2.3.2.27;Baculoviral IAP repeat-containing protein 7;Baculoviral IAP repeat-containing protein 7 30kDa subunit;BIRC7;KIAP;KIAP;Kidney inhibitor of apoptosis protein;Livin;LIVIN;Melanoma inhibitor of apoptosis protein;MLIAP;ML-IAP;p30-Livin;RING finger protein 50;RING-type E3 ubiquitin transferase BIRC7;RNF50;tLivin;Truncated livin
CHEMBL1075128	Target	N1L	N1L;51.1rMVA_034;GN  ;List025;m8028L;mO028L;mO028L GN  ;N1L;N1L protein;Putative Bcl-2 protein;Putative N1L;Putative virulence factor;Synonyms=N1L;Synonyms=VACV_BRZ_SERRO2_026;synVACV_037;synVACV_037 GN  ;VACAC2_037;VACAC2_037 GN  ;VACCL3_037;VACCL3_037 GN  ;VAC_DPP10_037;VAC_DPP10_037 GN  ;VAC_DPP11_037;VAC_DPP11_037 GN  ;VAC_DPP12_037;VAC_DPP12_037 GN  ;VAC_DPP13_037;VAC_DPP13_037 GN  ;VAC_DPP15_037;VAC_DPP15_037 GN  ;VAC_DPP16_037;VAC_DPP16_037 GN  ;VAC_DPP17_037;VAC_DPP17_037 GN  ;VAC_DPP19_037;VAC_DPP19_037 GN  ;VAC_DPP20_037;VAC_DPP20_037 GN  ;VAC_DPP21_037;VAC_DPP21_037 GN  ;VAC_DPP25_037;VAC_DPP25_037 GN  ;VAC_DPP9_037;VAC_DPP9_037 GN  ;VAC_IHDW1_030;VAC_IHDW1_030 GN  ;VACli_037;VACli_037 GN  ;VAC_TKT3_017;VAC_TKT3_017 GN  ;VAC_TKT4_017;VAC_TKT4_017 GN  ;VAC_TP3_032;VAC_TP3_032 GN  ;VAC_TP5_032;VAC_TP5_032 GN  ;VACV026;VACV_026;VACV_BRZ_SERRO2_026;VACV_BRZ_SERRO2_026 GN  ;VACV_CTGV_ALEH2_026;VACV_CTGV_ALEH2_026 GN  ;VACV_CTGV_CG04_026;VACV_CTGV_CG04_026 GN  ;VACV_CTGV_CM01_026;VACV_CTGV_MI233-026;VACV_CTGV_MI233-026 GN  ;VACV_CTGV_VI04_26;VACV_CTGV_VI04_26 GN  ;VACV-DUKE-037;VACV-DUKE-037;VACV-DUKE-037 GN  ;VACV_IOC_B141_048;VACV_IOC_B141_048 GN  ;VACV_IOC_B388_048;VACV_IOC_B388_048 GN  ;VACV_TT10_033;VACV_TT10_033 GN  ;VACV_TT11_033;VACV_TT11_033 GN  ;VACV_TT12_033;VACV_TT12_033 GN  ;VACV_TT8_033;VACV_TT8_033 GN  ;VACV_TT9_033;VACV_TT9_033 GN  ;VACV_VK01_RKI-050;VACV_VK01_RKI-050;VACV_VK01_RKI-050 GN  ;VACV_VK02_RKI-027 GN  ;VACV_VK08_RKI-043;VACV_VK08_RKI-043 GN  ;VACV_VK12_RKI-056;VACV_VK12_RKI-056 GN  ;Virokine;Virokine/NFkB inhibitor
CHEMBL1075129	Target	Cofilin-1	Cofilin-1;18 kDa phosphoprotein;CFL;CFL1;Cofilin-1;Cofilin, non-muscle isoform;p18
CHEMBL1075130	Target	Thymidine kinase	Thymidine kinase;2.7.1.21;tdk;Thymidine kinase
CHEMBL1075131	Target	Lactase-phlorizin hydrolase	Lactase/phlorizin hydrolase;3.2.1.108;3.2.1.62;Glycosylceramidase;Lactase;Lactase/glycosylceramidase;Lactase/phlorizin hydrolase;LCT;LPH;Phlorizin hydrolase;Synonyms=LPH
CHEMBL1075132	Target	Heat shock protein 75 kDa, mitochondrial	Heat shock protein 75 kDa, mitochondrial;Heat shock protein 75 kDa, mitochondrial;HSP75;HSP 75;TNFR-associated protein 1;TRAP1;TRAP-1;Tumor necrosis factor type 1 receptor-associated protein
CHEMBL1075133	Target	G protein-coupled receptor kinase 7	Rhodopsin kinase GRK7;2.7.11.14;GPRK7;G protein-coupled receptor kinase 7;G protein-coupled receptor kinase GRK7;GRK7;Rhodopsin kinase GRK7
CHEMBL1075134	Target	Serine/threonine-protein kinase mTOR	Serine/threonine-protein kinase mTOR;2.7.11.1;FK506-binding protein 12-rapamycin complex-associated protein 1;FKBP12-rapamycin complex-associated protein;Frap1;Mammalian target of rapamycin;Mechanistic target of rapamycin;mTOR;Mtor;Raft1;Rapamycin target protein 1;RAPT1;Serine/threonine-protein kinase mTOR
CHEMBL1075135	Target	Multidrug resistance protein 1a	Multidrug resistance protein 1a;Mdr1a;Multidrug resistance protein 1a
CHEMBL1075137	Target	Proteasome assembly chaperone 3	Proteasome assembly chaperone 3;C7orf48;hPAC3;PAC3;PAC-3;Proteasome assembly chaperone 3;PSMG3
CHEMBL1075138	Target	Tyrosyl-DNA phosphodiesterase 1	Tyrosyl-DNA phosphodiesterase 1;3.1.4.-;TDP1;Tyr-DNA phosphodiesterase 1;Tyrosyl-DNA phosphodiesterase 1
CHEMBL1075139	Target	Ribosomal L1 domain-containing protein 1	Ribosomal L1 domain-containing protein 1;CATX11;CATX-11;Cellular senescence-inhibited gene protein;CSIG;PBK1;Protein PBK1;Ribosomal L1 domain-containing protein 1;RSL1D1;Synonyms=CATX11
CHEMBL1075140	Target	Bombesin receptor subtype-3	Bombesin receptor subtype-3;Bombesin receptor subtype-3;Brs3;BRS-3
CHEMBL1075141	Target	Nuclear factor erythroid 2-related factor 2	Nuclear factor erythroid 2-related factor 2;Nfe2l2;NF-E2-related factor 2;NFE2-related factor 2;Nrf2;Nuclear factor erythroid 2-related factor 2;Nuclear factor, erythroid derived 2, like 2;Synonyms=Nrf2
