id	type	heading	synonyms
CHEMBL1018	Drug	Dienestrol	.alpha.-dienestrol diacetate;Cycladiene;Dehydrostilbestrol;Dienestrol;Dienestrol;Dienestrol;Dienestrol;Dienestrol, .alpha.-;Dienestrol diacetate, .alpha.-;Dienestrol trans-form;Dienoestrol;Dienol;Dinovex;Estragard;Estroral;Follidiene;Gynefollin;NSC-59809;Oestrasid;Oestrodiene;Oestroral;Restrol;Retalon
CHEMBL10188	Drug	Talnetant	CHEMBL10188;SB 223412;Sb-223412;SB-223412;Talnetant;Talnetant;TALNETANT
CHEMBL101892	Drug	Sangivamycin	
CHEMBL1020	Drug	Tolmetin	MCN-2559;Tolmetin;Tolmetin;Tolmetin;Tolmetin;Tolmetin;Tolmetina;Tolmetine
CHEMBL1021	Drug	Nepafenac	AHR-9434;AL-6515;Nepafenac;Nepafenac;Nepafenac;Nepafenac;Nepafenac;Nepafenac;Nepafenac;Nepafenac;Nepafenac;Nepafenac;Nepafenaco
CHEMBL102201	Drug	Copalic acid	
CHEMBL102276	Drug	Iminoctadiene	
CHEMBL102282	Drug	Platinum complex	
CHEMBL1023	Drug	Bexarotene	Bexarotene;Bexarotene;Bexarotene;Bexarotene;Bexarotene;Bexarotene;Bexarotene;Bexarotene;Bexarotene;Bexarotene;Bexaroteno;LG-100069;LG100069;LGD-1069;LGD1069;NSC-747528
CHEMBL102358	Drug	Idrocilamide	Idrocilamida;Idrocilamide;Idrocilamide;NSC-44979;NSC-58207;NSC-63229;Srilane
CHEMBL1024	Drug	Ifosfamide	Ifosfamida;Ifosfamide;Ifosfamide;Ifosfamide;Ifosfamide;Ifosfamide;Ifosfamide;Ifosfamide;Ifosfamide;Ifosfamide;Ifosfamide;Isocyclophosphamide;Isophosphamide;MJF 9325;MJF-9325;NSC-109724;Z-4942;Z4942
CHEMBL10247	Drug	Thiorphan	Dl-thiorphan;NSC-727676;Thiorphan
CHEMBL1025	Drug	Isoflurophate	Fluostigmine;Isoflurophate;NSC-727370
CHEMBL102514	Drug	Acridinecarboxamide-pt(ii) complex; hydrate	
CHEMBL102583	Drug	Trans-a-ammine-b,d-dichloro-c,e-dihydroxo-f-(n-methylcyclohexylamine)-platinium (iv)	
CHEMBL1026	Drug	Fenoldopam mesylate	Fendolopam mesylate;Fenoldopam mesilate;Fenoldopam mesylate;Fenoldopam mesylate;Fenoldopam mesylate;Fenoldopam mesylate;Fenoldopam methanesulfonate;NSC-759860;SK-82526-J;SK&F 82526-J;SK&F-82526-J;SK&F-82526J
CHEMBL102644	Drug	Trans-amminedibromo (cyclohexylamine)-platinium (ii)	Trans-Amminedibromo (cyclohexylamine)-platinium(II)
CHEMBL1027	Drug	Tiagabine	A-70569-1;Abbott-70569-1;ABBOTT-705691 FREE BASE;ABBOTT-70569 FREE BASE;ABT-569 FREE BASE;NNC-050328 FREE BASE;NO-050328 FREE BASE;Tiagabina;Tiagabine;Tiagabine;Tiagabine;Tiagabine;Tiagabine;Tiagabine
CHEMBL102714	Drug	Sb-216763	SB 216763;SB-216763;SB216763
CHEMBL10272	Drug	Benzetimide	Bencetimida;Benzetimide;Spasmental
CHEMBL102740	Drug	Arcaine	
CHEMBL102817	Drug	N-methyl-mitomycin a	
CHEMBL10284	Drug	Sb-222200	
CHEMBL102856	Drug	Trans-a-ammine-b,d-dichloro-c,e-dihydrooxy-f-(morphiline)-platinium (iv)	
CHEMBL1029	Drug	Miglustat	Butyldeoxynojirimycin;Miglustat;Miglustat;Miglustat;Miglustat;Miglustat;Miglustat;Miglustat;Miglustat;Miglustat;Miglustat;N-butyldeoxynojirimycin;OGT 918;OGT-918;Opfolda
CHEMBL102970	Drug	Pyridoxal	Piridoxal;Pyridoxal;Pyridoxal;Pyridoxaldehyde
CHEMBL103	Drug	Progesterone	NSC-64377;NSC-9704;Progesterona;Progesterone;Progesterone;Progesterone;Progesterone;Progesterone;Progesterone;Progesterone, micronized;Progesteronum;U 3672
CHEMBL1030	Drug	4'-hydroxy-diclofenac	
CHEMBL103046	Drug	Ampelopsin a	
CHEMBL103049	Drug	Trans-amminedichloro hexylamine platinium (ii)	Trans-Amminedichloro hexylamine platinium(II)
CHEMBL1031	Drug	5-hydroxy-diclofenac	
CHEMBL103104	Drug	Gw831090x	
CHEMBL103111	Drug	Pyridoxal isonicotinoyl hydrazone	
CHEMBL103115	Drug	Gw831091x	
CHEMBL103122	Drug	Trans-a-ammine-b,d-dichloro-c,e-dihydroxy-f-(benzylamine)-platinium (iv)	
CHEMBL10316	Drug	Idazoxan	Dl-idazoxan;Idazoxan;Idazoxan;Idazoxan;Idazoxano;NSC-759867;Racemic idazoxan;RX-781094
CHEMBL1032	Drug	4',5-dihydroxy-diclofenac	
CHEMBL103247	Drug	Diaminopropanoic acid	
CHEMBL1033	Drug	3'-hydroxy-4'-methoxy-diclofenac	
CHEMBL103345	Drug	Trans-a-ammine-b,d-dichloro-f-(2-methyl1-2-propylamine)-c,e-dihydroxoplatinium (iv)	
CHEMBL103347	Drug	Trans-a-ammine-b,d-dichloro-c,e-dihydroxo-f-(exo-2-aminonorbornane)-platinium (iv)	
CHEMBL103356	Drug	3-amino- 3-deoxythymidine	AMT;3-Amino- 3-Deoxythymidine (Amt)
CHEMBL1034	Drug	Diclofenac sodium	Abitren;Benfofen;Dealgic;Deflamat;Delphinac;Diclofenac diethylamine;Diclofenac diethylamine salt;Diclofenac diethylammonium;Diclofenac diethylammonium salt;Diclofenac diethylammonium salt;Diclofenac sod;Diclofenac sodium;Diclofenac sodium;Diclofenac sodium;Diclofenac sodium;Diclofenac sodium;Diclofenac sodium;Diclofenac sodium salt;Diclomax;Diclophenac sodium;Diclophlogont;Dicloreum;Duravolten;Ecofenac;Effekton;GP 45840;GP-45840;Lexobene;Neriodin;Novapirina;NSC-756725;Primofenac;Prophenatin;Rewodina;Sodium diclofenac;Voldal;Xenid
CHEMBL103460	Drug	Platinum complex	
CHEMBL10347	Drug	Rauwolscine	
CHEMBL1035	Drug	3'-hydroxy-diclofenac	
CHEMBL103516	Drug	Trans-amminetetrachloro(pyridine)-platinium (iv)	Trans-Amminetetrachloro(pyridine)-platinium(IV)
CHEMBL103552	Drug	Lavendustin a	
CHEMBL103570	Drug	Trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-dihydroxoplatinium (iv)	
CHEMBL1036	Drug	Hydroxyhaloperidol	
CHEMBL103600	Drug	Dimethylnordihydroguarierate acid	
CHEMBL103667	Drug	Doramapimod	BIRB 0796;BIRB0796BS;BIRB 796;Birb-796;BIRB-796;BIRB-796;BIRB 796 BS;BIRB 796 BS;BIRB-796 BS;BIRB-796 BS;Doramapimod;Doramapimod;Doramapimod;DORAMAPIMOD;DORAMAPIMOD (BIRB 796);DORAMAPIMOD (BIRB-796);GW839464X
CHEMBL103686	Drug	D-ornithine	
CHEMBL1037	Drug	Guanadrel	Guanadrel
CHEMBL10372	Drug	Zopolrestat	Alond;CP-73,850;CP-73850;Zopolrestat;Zopolrestat;Zopolrestat
CHEMBL103721	Drug	Trans-amminedichloro(n-methylcyclohexylamine)-platinium (ii)	
CHEMBL103735	Drug	Atiprimod	Atiprimod;Atiprimod;SK&F-106615;SKF-106615
CHEMBL103794	Drug	Nucleoside triphosphate anaogue	
CHEMBL103847	Drug	Trans-amminedichloro(diethylamine)platinium (ii)	Trans-Amminedichloro(diethylamine)platinium(II)
CHEMBL1039	Drug	Norketamine	
CHEMBL103955	Drug	Chaetomellic acid a	
CHEMBL104	Drug	Clotrimazole	BAY 5097;BAY-5097;Clotrimazol;Clotrimazole;Clotrimazole;Clotrimazole;Clotrimazole;Clotrimazole;Clotrimazole;Clotrimazole;Clotrimazole;Clotrimazole;Clotrimazole;GNF-PF-3499;Lotrimin;NSC-257473;Svt-15652;SVT-15652;Trivagizole
CHEMBL1040	Drug	Calcifediol anhydrous	25-hydroxycholecalciferol (calcifediol);Calcifediol anhydrous;Calcifediol, anhydrous;Calcifediol,anhydrous
CHEMBL104072	Drug	Oxotechnetium (v) complex	
CHEMBL1041	Drug	Phenylethylmalonamide -	
CHEMBL10413	Drug	Zenarestat	CI-1014;FK-366;FR-74366;Zenarestat;Zenarestat
CHEMBL104186	Drug	Bo-653	Bo-653;BO-653
CHEMBL1042	Drug	Cholecalciferol	7-dehydrocholesterol, activated;Cholecalciferol;Cholecalciferol;CHOLECALCIFEROL COMPONENT OF AK R215  COLECALCIFEROL;CHOLECALCIFEROL COMPONENT OF AK-R215  COLECALCIFEROL;Colecalciferol;Colecalciferol;Colecalciferol;Colecalciferol;Colecalciferolum;Delsterol;Delta-d;Deparal;Ebivit;NSC-375571;Provitina;Ricketon;Vigantoletten;Vitamin d-3;Vitamin d3;Vitamin d3 (as cholecalciferol);Vitamin d assay system suitability;Vitamin d (cholecalciferol)
CHEMBL104255	Drug	Flavokawain b	
CHEMBL104270	Drug	Tosufloxacin tosylate	
CHEMBL1043	Drug	Dapsone	Dapsona;Dapsone;Dapsone;Dapsone;Dapsone;Dapsone;Dapsone;Dapsone;Dapsone;Dapsone;Dapsonum;Diaminodiphenylsulfone;Diaphenylsulfone;Diaphenylsulfone;J04BA02;Novophone;NSC-6091;NSC-6091D;Servidapson
CHEMBL1044	Drug	Phenylacetic acid	FEMA NO. 2878;NSC-125718;Phenylacetic acid
CHEMBL10445	Drug	Cloxacepride	Cloxaceprida;Cloxacepride
CHEMBL1045	Drug	Phthalic acid	Phthalic acid;Phthalic acid (in rats, rabbits, dogs, mice, and guinea pigs)
CHEMBL104515	Drug	Anisopirol	Anisopirol;Haloisol;NSC-167758;R 2159;R-2159
CHEMBL104560	Drug	Chlorpropham	
CHEMBL1046	Drug	Aminocaproic acid	177 J.D;177 J.D.;177 JD;177-JD;6-aminocaproic acid;Acide aminocaproique;Acido aminocaproico;Aminocaproic acid;Aminocaproic acid;Aminocaproic acid;Aminocaproic acid;Aminocaproic acid;Aminocaproic acid;Aminocaproic acid;Aminocaproic acid;CL 10304;CL-10304;CY-116;EACA;Epsilcapramin;.epsilon.-aminocaproic acid;.epsilon.-aminocaproic acid;Epsilon-aminocaproic acid;Hexanoic acid, 6-amino-;NSC-26154;NSC-400230
CHEMBL104718	Drug	Lepadin f	
CHEMBL1048	Drug	N-dealkylated derivative	
CHEMBL104829	Drug	Furo[2,3d]pyrimidine antifolate	
CHEMBL104845	Drug	N-dodecyl lysine amide	
CHEMBL104875	Drug	D-histidine	
CHEMBL104893	Drug	Ammonio(dichloro)platinum(cyclohexyl)ammonium	
CHEMBL1049	Drug	Decarboxylated derivative	
CHEMBL104943	Drug	Monoethanolamine	Ethanolamine;Ethanolamine;Monoethanolamine oleate;Monoethanolamine oleate;Olamine;Oleate de monoethanolamine;Oleato de monoetanolamina
CHEMBL105	Drug	Mitomycin	Ametycine;Mitocin-c;Mitomicina;Mitomycin;Mitomycin;Mitomycin;Mitomycin;Mitomycin;Mitomycin;Mitomycin;Mitomycin;Mitomycin c;Mitomycin c;Mitomycin-c;Mitomycine;Muamycin;NSC-26980;UGN-101;Ugn-102;UGN-102
CHEMBL1050	Drug	Latanoprost acid	Latanoprost acid
CHEMBL105060	Drug	Dnk333	Dnk333
CHEMBL1051	Drug	Latanoprost	Iyuzeh;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost;Latanoprost (isopropyl ester);PHXA-41;PHXA41;T-2345;T2345;XA-41;XA41
CHEMBL105184	Drug	Bifendate	.alpha.-ddb;Bifendate;Dimethyl dicarboxylate biphenyl;Diphenyl dimethyl bicarboxylate
CHEMBL1052	Drug	Normeperidine	
CHEMBL105222	Drug	Trans-a-ammine-b,d-dichloro-c,e-dihydroxo-f-(quinuclidine)-platinium (iv)	
CHEMBL105278	Drug	Guanidinoethyldisulfide	
CHEMBL105310	Drug	2',4'-dihydroxychalcone	
CHEMBL105318	Drug	Alovudine	Alovudina;Alovudine;Alovudine;Alovudine;CL 184,824;CL 184824;CL-184,824;CL-184824;MIV-310;MIV310;NSC-140025
CHEMBL105350	Drug	Bisdemethoxycurcumin	
CHEMBL1054	Drug	Trichlormethiazide	NSC-61560;Trichlormethiazide;Trichlormethiazide;Trichlormethiazide;Trichloromethiazide;Triclormetiazida
CHEMBL105432	Drug	Germacrene d	
CHEMBL105442	Drug	Ci-1040	Ci 1040;Ci-1040;PD-18435;PD-184352
CHEMBL105496	Drug	4-methoxy chalcone	
CHEMBL1055	Drug	Chlorthalidone	Chlortalidone;Chlortalidone;Chlortalidone;Chlortalidone;Chlortalidone;Chlortalidone;Chlortalidonum;Chlorthalidone;Chlorthalidone;Chlorthalidone;Chlorthalidone;Chlorthalidone;Clortalidona;G-33182;Natriuran;NSC-69200;Phthalamudine
CHEMBL105598	Drug	Trans-a-ammine-b,d-dichloro-c,e-dihydrooxy-f-(cyclopentylamine)-platinium (iv)	
CHEMBL1056	Drug	4-oh-enclomiphene	4-hydroxyclomifene;4-oh-enclomiphene
CHEMBL105608	Drug	Hexamethonium chloride	
CHEMBL1057	Drug	Fluorescein	Acid yellow 73;CI 45350:1;Fluorescein;Fluorescein;Fluorescein;Ki201;NSC-667256;NSC-759114;Yellow 7
CHEMBL105712	Drug	Phenacyl chloride	
CHEMBL105789	Drug	Isofebrifugine	
CHEMBL1058	Drug	Deschlorobenzoyl indomethacin	
CHEMBL105809	Drug	Metalaxyl	
CHEMBL105884	Drug	Oxotechnetium (v) complex	
CHEMBL1059	Drug	Pregabalin	CI-1008;NSC-759256;PD-144723;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalin;Pregabalina;Pregabaline;Pregabalin mylan;Pregabalin sandoz;Pregabalin sandoz gmbh;Pregabalin zentiva;Vronogabic;YNP-1807
CHEMBL105912	Drug	Raspberryketone	
CHEMBL106	Drug	Fluconazole	Alkanazole;BAYT-006267;BAYT006267;Difluconazole;Fluconazol;Fluconazole;Fluconazole;Fluconazole;Fluconazole;Fluconazole;Fluconazole;Fluconazole;Fluconazole;Fluconazole;Fluconazole;Fluconazoli;NSC-758661;UK-49,858;UK-49858;Zoltec
CHEMBL1060	Drug	Sodium phosphate, dibasic, anhydrous	Acetest;Disodium acid phosphate;Disodium phosphate;Disodium phosphate, anhydrous;E-339(II);Exsiccated sodium phosphate;FEMA NO. 2398;INS-339(II);INS NO.339(II);Secondary sodium phosphate;Sodium monohydrogen phosphate;Sodium orthophosphate;Sodium phosphate;Sodium phosphate;Sodium phosphate;Sodium phosphate;Sodium phosphate dibasic;Sodium phosphate, dibasic anhydrous;Sodium phosphate, dibasic, anhydrous;Sodium phosphate, dibasic, anhydrous;Sodium phosphate, unspecified
CHEMBL1061	Drug	Glitazone	
CHEMBL106124	Drug	Senktide	
CHEMBL106160	Drug	Oxorhenium (v) aadt complex	
CHEMBL1062	Drug	Hydroxyprogesterone	
CHEMBL106258	Drug	Aminorex	Aminorex;Aminorex;Aminorex;Aminoxaphen;MCN-742;NSC-66952
CHEMBL106265	Drug	8-cyclopentyltheophylline	
CHEMBL106296	Drug	Caracasandiamide	
CHEMBL1063	Drug	Deacetylcolchicine	Desacetylcolchicine
CHEMBL10634	Drug	Bermoprofen	AD-1590;AJ-1590;Bermoprofen;Bermoprofene;Bermoprofeno;Dibenon
CHEMBL106371	Drug	Derivative of acridine (2,2'-bipyridine) platinum (ii) complex	
CHEMBL1064	Drug	Simvastatin	C10AA01;MK-0733;MK-733;NSC-758706;Simvastatin;Simvastatin;Simvastatin;Simvastatin;Simvastatin;Simvastatin;Simvastatin;Simvastatin;Simvastatin;Simvastatin;Simvastatina;Simvastatine;Synvinolin
CHEMBL106425	Drug	5-n-allyl-arginine	
CHEMBL1065	Drug	Methysergide	Methysergide;Methysergide;Methysergide;Methysergide;Methysergide;Metisergida
CHEMBL106502	Drug	Alamifovir	Alamifovir;LY-582563;MCC-478
CHEMBL106509	Drug	Dehydrozingerone	
CHEMBL106516	Drug	Thiocitrulline	
CHEMBL106562	Drug	2-methoxy-1,4-naphthoquinone	
CHEMBL106593	Drug	Pralmorelin	Ghrp-2;KP-102;Pralmorelin;Pralmorelina;Pralmoreline
CHEMBL1066	Drug	(r,r)-tramadol	Rel-Tramadol
CHEMBL106612	Drug	Imifuramine	
CHEMBL106666	Drug	Gw7845	
CHEMBL106687	Drug	Lycetamine	Lycetamine;Lycetamine;P-71
CHEMBL1067	Drug	Licarbazepine	10-hydroxy-carbamazepine;Licarbazepina;Licarbazepine;Licarbazepine
CHEMBL1068	Drug	Oxcarbazepine	GP-47680;KIN-493;NSC-758693;Oxcarbamazepine;Oxcarbazepina;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;Oxcarbazepine;SPN-804
CHEMBL106847	Drug	Amentantrone	
CHEMBL1069	Drug	Valsartan	CGP 48933;CGP-48933;NSC-758927;Valsartan;Valsartan;Valsartan;Valsartan;Valsartan;Valsartan;Valsartan;Valsartan;Valsartan;Valsartan
CHEMBL106939	Drug	Dasb	Dasb
CHEMBL106971	Drug	Caldiamide	Caldiamida;Caldiamide
CHEMBL107	Drug	Colchicine	Colchcine;(-)-colchicine;Colchicine;Colchicine;Colchicine;Colchicine;Colchicine;Colchicinum;Colchineos;Colchisol;Lodoco;NSC-757
CHEMBL1070	Drug	Nabumetone	BRL 14777;BRL-14777;Nabumetona;Nabumetone;Nabumetone;Nabumetone;Nabumetone;Nabumetone;Nabumetone;Nabumetone;Nabumetone;Nabumetone;Nabumetone;NSC-758623
CHEMBL1071	Drug	Oxaprozin	Coxanto;NSC-310839;Oxaprozin;Oxaprozin;Oxaprozin;Oxaprozin;Oxaprozin;Oxaprozin;Oxaprozin;Oxaprozin;Oxaprozin;Oxaprozina;Oxaprozine;WY-21,743;WY-21743
CHEMBL107131	Drug	Dimethylpinocembrin	
CHEMBL107172	Drug	7-methyl-8-oxo-5-p-tolyl-7,8-dihydro-[1,7]naphthyridine-6-carboxylic acid (3,5-bis-trifluoromethyl-benzyl)-methyl-amide (structural mix)	
CHEMBL1072	Drug	Bumetanide	Bumetanida;Bumetanide;Bumetanide;Bumetanide;Bumetanide;Bumetanide;Bumetanide;Bumetanide;Bumetanide;Bumetanide;Bumetanide;PF-1593;PF1593;RO 10-6338;RO-10-6338;RO-106338;RO10-6338;S-95008.;S95008.
CHEMBL107217	Drug	Ditiocarb sodium	Dedtc;Dithiocarb;Ditiocarbe sodique;Ditiocarbo de sodio;Ditiocarb sodium;Imuthiol;NSC-38583;Thiocarb
CHEMBL107251	Drug	1400w	
CHEMBL1073	Drug	Glipizide	CP-28,720;CP-28720;Glipizida;Glipizide;Glipizide;Glipizide;Glipizide;Glipizide;Glipizide;Glipizide;Glipizide;Glipizide;Glipizide slow release;K 4024;K-4024;NSC-759120
CHEMBL107360	Drug	Quinupramine	Quinupramina;Quinupramine;Quinupramine
CHEMBL107367	Drug	Farglitazar	Farglitazar;Farglitazar;Farglitazar;G1-262570;GI-262570;Gi262570;GI-262570X;GI262570X
CHEMBL107400	Drug	Sobetirome	GC-1;QRX-431;Sobetiroma;Sobetirome;Sobetirome;Sobetirome
CHEMBL107430	Drug	Nrx195183	AGN 195183;AGN-195183;Irx-5183;IRX5183;NRX-195183;Nrx195183;NRX195183;VTP-195183;VTP-5183
CHEMBL107498	Drug	Decanoic acid	
CHEMBL1075	Drug	Moricizine	EN-313;EN-313 FREE BASE;Moracizina;Moracizine;Moracizine;Moracizine;Moracizine;Moricizine;Moricizine;Moricizine
CHEMBL107514	Drug	(r)-edelfosine	
CHEMBL1075630	Drug	Sodium divanadate	Sodium Pyrovanadate(V)
CHEMBL1075631	Drug	Chlorotrimethylstannane	
CHEMBL1075687	Drug	Isodarparvinol b	
CHEMBL1075700	Drug	Protoxylocarpin f	
CHEMBL1075701	Drug	Protoxylocarpin g	
CHEMBL1075702	Drug	Protoxylocarpin h	
CHEMBL1075721	Drug	Xyloccensin o	
CHEMBL1075722	Drug	Xyloccensin p	
CHEMBL1075733	Drug	Valnoctamide	MCN-X-181;NSC-32363;NSC-34092;Valnoctamida;Valnoctamide;Valnoctamide;Valnoctamide;Valnoctamide;Valnoctamide
CHEMBL1075736	Drug	Isohalitulin	
CHEMBL1075765	Drug	Swietmanin a	
CHEMBL1075766	Drug	Swietmanin b	
CHEMBL1075767	Drug	Swietmanin c	
CHEMBL1075768	Drug	Swietmanin d	
CHEMBL1075771	Drug	Swietmanin e	
CHEMBL1075775	Drug	Swietmanin g	
CHEMBL1075776	Drug	Swietmanin i	
CHEMBL1075788	Drug	Cymarin	Cymarin;Cymarine;K-strophanthin-.alpha.;K-strophanthin-alpha;NSC-7522
CHEMBL1075790	Drug	Peruvoside	Cannogenin .alpha.-l-thevetoside;Cannogenin thevetoside;Encordin;Peruvosid;Peruvoside
CHEMBL1075795	Drug	Fenofibrate acid	
CHEMBL1075796	Drug	Haliclorensin b	
CHEMBL10758	Drug	Azepindole	Azepindol;Azepindole;Azepindole;MCN-2453
CHEMBL1075814	Drug	Sarmentogenin	
CHEMBL1075834	Drug	Asengeprast	Asengeprast;Asengeprast;Asengeprast;Asengeprast;FT-011;Ft011;FT-11;Shp-627
CHEMBL1075850	Drug	Khivorin	
CHEMBL1075888	Drug	Beilschmieflavonoid a	
