id	type	heading	synonyms
CHEMBL6066665	Organism	rhinovirus A33	
CHEMBL6066666	Organism	rhinovirus A68	
CHEMBL6066667	Organism	rhinovirus A73	
CHEMBL6066668	Organism	rhinovirus A98	
CHEMBL6066669	Organism	rhinovirus B27	
CHEMBL6066670	Organism	rhinovirus B37	
CHEMBL6066671	Organism	rhinovirus B91	
CHEMBL6066672	Organism	rhinovirus B93	
CHEMBL612234	Organism	Prevotella buccae	
CHEMBL612235	Organism	Prevotella disiens	
CHEMBL612236	Organism	Prevotella melaninogenica	
CHEMBL612237	Organism	Human adenovirus 5	
CHEMBL612238	Organism	Sandfly fever Sicilian virus	
CHEMBL612240	Organism	Talaromyces funiculosus	
CHEMBL612241	Organism	Leishmania sp.	
CHEMBL612242	Organism	Mycobacterium lufu	
CHEMBL612243	Organism	Staphylococcus sp.	
CHEMBL612244	Organism	Veillonella parvula	
CHEMBL612245	Organism	Sporothrix schenckii	
CHEMBL612276	Organism	Xanthomonas campestris	
CHEMBL612277	Organism	Aspergillus terreus	
CHEMBL612278	Organism	Microsporum	
CHEMBL612283	Organism	Alternaria solani	
CHEMBL612284	Organism	Diabrotica undecimpunctata	
CHEMBL612285	Organism	Caulobacter vibrioides	
CHEMBL612286	Organism	Bordetella bronchiseptica	
CHEMBL612287	Organism	Phocaeicola vulgatus	
CHEMBL612288	Organism	Corynebacterium xerosis	
CHEMBL612289	Organism	Schaalia meyeri	
CHEMBL612290	Organism	Oryza sp.	
CHEMBL612291	Organism	Ancylostoma ceylanicum	
CHEMBL612292	Organism	Enterococcus durans	
CHEMBL612293	Organism	Salmonella paratyphi	
CHEMBL612294	Organism	Plasmodium vinckei vinckei	
CHEMBL612296	Organism	Sternbergia lutea	
CHEMBL612298	Organism	Vibrio anguillarum	
CHEMBL612299	Organism	Salmonella enterica subsp. enterica serovar Anatum	
CHEMBL612301	Organism	Cooperia curticei	
CHEMBL612302	Organism	Plumeria rubra	
CHEMBL612304	Organism	Nannizzia gypsea	
CHEMBL612305	Organism	Mucor fragilis	
CHEMBL612306	Organism	Rhizopus arrhizus	
CHEMBL612307	Organism	Ilyonectria destructans	
CHEMBL612308	Organism	Benjaminiella	
CHEMBL612309	Organism	Cyberlindnera jadinii	
CHEMBL612310	Organism	[Candida] zeylanoides	
CHEMBL612313	Organism	Streptococcus	
CHEMBL612314	Organism	Streptococcus sanguinis	
CHEMBL612315	Organism	Streptococcus thermophilus	
CHEMBL612316	Organism	Streptococcus sobrinus	
CHEMBL612318	Organism	Enterococcus	
CHEMBL612319	Organism	Human papillomavirus	
CHEMBL612320	Organism	Coxsackievirus B4	
CHEMBL612321	Organism	Prevotella bivia	
CHEMBL612322	Organism	Spodoptera eridania	
CHEMBL612323	Organism	Globisporangium ultimum	
CHEMBL612325	Organism	Rodentia sp.	
CHEMBL612326	Organism	Penicillium oxalicum	
CHEMBL612327	Organism	Dipetalogaster maximus	
CHEMBL612328	Organism	Plasmodium yoelii yoelii	
CHEMBL612329	Organism	Arthroderma uncinatum	
CHEMBL612331	Organism	Mannheimia haemolytica	
CHEMBL612332	Organism	Streptococcus viridans	
CHEMBL612333	Organism	Cephalosporium	
CHEMBL612334	Organism	Trichophyton quinckeanum	
CHEMBL612335	Organism	Microsporum canis	
CHEMBL612336	Organism	Escherichia coli K-12	
CHEMBL612337	Organism	Eggerthella lenta	
CHEMBL612338	Organism	Proteus inconstans	
CHEMBL612340	Organism	Taenia pisiformis	
CHEMBL612341	Organism	Artemia salina	
CHEMBL612342	Organism	Oesophagostomum columbianum	
CHEMBL612343	Organism	Echinochloa crus-galli	
CHEMBL612344	Organism	Papio papio	
CHEMBL612345	Organism	Naganishia albida	
CHEMBL612346	Organism	Tolypocladium inflatum	
CHEMBL612347	Organism	Plasmodium yoelii nigeriensis	
CHEMBL612348	Organism	Trypanosoma brucei rhodesiense	
CHEMBL612349	Organism	Amphibalanus amphitrite	
CHEMBL612351	Organism	Anaerococcus prevotii	
CHEMBL612352	Organism	Neisseria perflava	
CHEMBL612353	Organism	Echovirus	
CHEMBL612354	Organism	Enterococcus avium	
CHEMBL612355	Organism	Kodamaea ohmeri	
CHEMBL612356	Organism	Blumeria graminis	
CHEMBL612357	Organism	Trichophyton schoenleinii	
CHEMBL612358	Organism	Microsporum audouinii	
CHEMBL612359	Organism	Human immunodeficiency virus 3	
CHEMBL612360	Organism	Mastomys coucha	
CHEMBL612361	Organism	Cricetinae gen. sp.	
CHEMBL612362	Organism	Clavispora lusitaniae	
CHEMBL612363	Organism	Chaetomium globosum	
CHEMBL612365	Organism	Penicillium italicum	
CHEMBL612366	Organism	Stenotrophomonas maltophilia	
CHEMBL612367	Organism	Anethum graveolens	
CHEMBL612368	Organism	Yersinia sp.	
CHEMBL612369	Organism	Lichtheimia corymbifera	
CHEMBL612370	Organism	Anas sp.	
CHEMBL612371	Organism	rhinovirus A21	
CHEMBL612372	Organism	rhinovirus A50	
CHEMBL612373	Organism	Dictyostelium discoideum	
CHEMBL612374	Organism	Yamadazyma tenuis	
CHEMBL612375	Organism	Paecilomyces variotii	
CHEMBL612376	Organism	Eimeria brunetti	
CHEMBL612377	Organism	Eimeria necatrix	
CHEMBL612378	Organism	Tetranychus urticae	
CHEMBL612379	Organism	unidentified	
CHEMBL612380	Organism	Parvimonas micra	
CHEMBL612381	Organism	Lepidium sativum	
CHEMBL612384	Organism	Arthrodermataceae	
CHEMBL612385	Organism	Trichophyton tonsurans	
CHEMBL612386	Organism	Epidermophyton floccosum	
CHEMBL612387	Organism	Cercopithecine alphaherpesvirus 9	
CHEMBL612388	Organism	Stomoxys calcitrans	
CHEMBL612389	Organism	Streptococcus sp. 'group A'	
CHEMBL612390	Organism	Penicillium digitatum	
CHEMBL612391	Organism	Porphyromonas canoris	
CHEMBL612392	Organism	Phoma	
CHEMBL612395	Organism	Banzi virus	
CHEMBL612396	Organism	Phialophora verrucosa	
CHEMBL612397	Organism	Trichostrongylus axei	
CHEMBL612398	Organism	Scopulariopsis brevicaulis	
CHEMBL612399	Organism	Botrytis cinerea	
CHEMBL612400	Organism	Rumex acetosa	
CHEMBL612401	Organism	Umbelopsis ramanniana	
CHEMBL612402	Organism	Enterobacter sp.	
CHEMBL612403	Organism	rhinovirus A29	
CHEMBL612425	Organism	Staphylococcus simulans	
CHEMBL612426	Organism	Streptococcus mutans	
CHEMBL612427	Organism	Streptococcus equi	
CHEMBL612428	Organism	Bacillus	
CHEMBL612429	Organism	Bacillus pumilus	
CHEMBL612430	Organism	Rhizopus	
CHEMBL612431	Organism	Scheffersomyces stipitis	
CHEMBL612432	Organism	Plenodomus lingam	
CHEMBL612433	Organism	Penicillium citrinum	
CHEMBL612436	Organism	Enterovirus A71	
CHEMBL612437	Organism	Fonsecaea pedrosoi	
CHEMBL612438	Organism	Lomentospora prolificans	
CHEMBL612439	Organism	Prescottella equi	
CHEMBL612448	Organism	Bipolaris oryzae	
CHEMBL612450	Organism	Rodentolepis nana	
CHEMBL612451	Organism	Pseudoflavonifractor capillosus	
CHEMBL612453	Organism	Acinetobacter calcoaceticus subsp. anitratus	
CHEMBL612454	Organism	Thanatephorus cucumeris	
CHEMBL612457	Organism	Globisporangium mamillatum	
CHEMBL612458	Organism	Nannizzia nana	
CHEMBL612459	Organism	Cercospora beticola	
CHEMBL612460	Organism	Providencia alcalifaciens	
CHEMBL612461	Organism	Remotididymella destructiva	
CHEMBL612462	Organism	Enterovirus C	
CHEMBL612463	Organism	Plasmopara viticola	
CHEMBL612464	Organism	rhinovirus A45	
CHEMBL612465	Organism	rhinovirus B6	
CHEMBL612466	Organism	Rhinovirus B	
CHEMBL612467	Organism	rhinovirus B5	
CHEMBL612468	Organism	Pyricularia grisea	
CHEMBL612469	Organism	Aspergillus nidulans	
CHEMBL612470	Organism	Human rhinovirus sp.	
CHEMBL612471	Organism	Primula vulgaris	
CHEMBL612473	Organism	rhinovirus A9	
CHEMBL612474	Organism	rhinovirus A22	
CHEMBL612475	Organism	rhinovirus A30	
CHEMBL612476	Organism	rhinovirus A41	
CHEMBL612477	Organism	rhinovirus A59	
CHEMBL612478	Organism	rhinovirus A63	
CHEMBL612479	Organism	rhinovirus B70	
CHEMBL612480	Organism	rhinovirus B86	
CHEMBL612481	Organism	Dysdercus cingulatus	
CHEMBL612482	Organism	Streptomyces aureus	
CHEMBL612486	Organism	Plakortis simplex	
CHEMBL612487	Organism	Botrytis allii	
CHEMBL612488	Organism	Oxalobacteraceae bacterium Cafi2	
CHEMBL612490	Organism	Bacteria	
CHEMBL612491	Organism	Brachyspira hyodysenteriae	
CHEMBL612492	Organism	Campylobacter jejuni	
CHEMBL612493	Organism	Alteromonas sp.	
CHEMBL612494	Organism	Brucella abortus	
CHEMBL612495	Organism	Paracoccus denitrificans	
CHEMBL612498	Organism	Pseudomonas	
CHEMBL612499	Organism	Burkholderia cepacia	
CHEMBL612500	Organism	Pseudomonas fluorescens	
CHEMBL612501	Organism	Pseudomonas putida	
CHEMBL612502	Organism	Pseudomonas sp.	
CHEMBL612504	Organism	Agrobacterium tumefaciens	
CHEMBL612505	Organism	Legionella pneumophila	
CHEMBL612506	Organism	Fusarium solani	
CHEMBL612507	Organism	Staphylococcus haemolyticus	
CHEMBL612508	Organism	Klebsiella aerogenes	
CHEMBL612509	Organism	Aeromonas hydrophila	
CHEMBL612510	Organism	Kocuria rosea	
CHEMBL612511	Organism	Brevibacterium linens	
CHEMBL612513	Organism	Heliothis virescens	
CHEMBL612521	Organism	Mucor	
CHEMBL612522	Organism	Zygosaccharomyces bailii	
CHEMBL612523	Organism	Equine infectious anemia virus	
CHEMBL612524	Organism	rhinovirus B4	
CHEMBL612525	Organism	rhinovirus A15	
CHEMBL612526	Organism	rhinovirus A25	
CHEMBL612527	Organism	rhinovirus A39	
CHEMBL612528	Organism	rhinovirus A67	
CHEMBL612529	Organism	rhinovirus A85	
CHEMBL612532	Organism	Salmonella enterica subsp. enterica serovar Typhi str. CT18	
CHEMBL612533	Organism	Lycopus europaeus	
CHEMBL612535	Organism	Klebsiella	
CHEMBL612536	Organism	Proteus	
CHEMBL612537	Organism	Providencia rettgeri	
CHEMBL612538	Organism	Providencia sp.	
CHEMBL612549	Organism	rhinovirus B72	
CHEMBL612550	Organism	Teladorsagia circumcincta	
CHEMBL612551	Organism	San Angelo virus	
CHEMBL612563	Organism	Syrian golden hamster	
CHEMBL612571	Organism	Bovine viral diarrhea virus 1	
CHEMBL612600	Organism	Helicobacter pylori	
CHEMBL612601	Organism	Elizabethkingia meningoseptica	
CHEMBL612602	Organism	Ralstonia solanacearum	
CHEMBL612603	Organism	Sinorhizobium meliloti	
CHEMBL612604	Organism	Salmonella enterica subsp. enterica serovar Gallinarum	
CHEMBL612605	Organism	Saccharolobus solfataricus	
CHEMBL612607	Organism	rhinovirus A51	
CHEMBL612610	Organism	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	
CHEMBL612611	Organism	Escherichia	
CHEMBL612612	Organism	Klebsiella pneumoniae subsp. ozaenae	
CHEMBL612613	Organism	Neisseria sicca	
CHEMBL612614	Organism	Eikenella corrodens	
CHEMBL612615	Organism	Citrobacter freundii	
CHEMBL612616	Organism	Klebsiella sp.	
CHEMBL612617	Organism	Providencia	
CHEMBL612618	Organism	Salmonella sp.	
CHEMBL612619	Organism	Shigella dysenteriae	
CHEMBL612620	Organism	Aeromonas sp.	
CHEMBL612621	Organism	Vibrio mimicus	
CHEMBL612622	Organism	Bacteroides uniformis	
CHEMBL612623	Organism	Planktothrix agardhii	
CHEMBL612624	Organism	Staphylococcus	
CHEMBL612625	Organism	Staphylococcus warneri	
CHEMBL612626	Organism	Bacillus licheniformis	
CHEMBL612627	Organism	Mycoplasmoides pneumoniae	
CHEMBL612628	Organism	Abutilon	
CHEMBL612629	Organism	Prunus domestica	
CHEMBL612631	Organism	Sorghum halepense	
CHEMBL612632	Organism	Schizosaccharomyces pombe	
CHEMBL612633	Organism	Aspergillus sp.	
CHEMBL612635	Organism	Clostridium novyi	
CHEMBL612636	Organism	Listeria innocua	
CHEMBL612637	Organism	Trueperella pyogenes	
CHEMBL612638	Organism	Corynebacterium diphtheriae	
CHEMBL612639	Organism	Cutibacterium acnes	
CHEMBL612640	Organism	Mycobacterium intracellulare	
CHEMBL612641	Organism	Mycobacteroides chelonae	
CHEMBL612642	Organism	Mycobacterium xenopi	
CHEMBL612643	Organism	Mycoplasmoides gallisepticum	
CHEMBL612644	Organism	Schistosoma japonicum	
CHEMBL612645	Organism	Amorphotheca resinae	
CHEMBL612646	Organism	Microbotryum violaceum	
CHEMBL612647	Organism	Nakaseomyces glabratus	
CHEMBL612648	Organism	Fusarium oxysporum	
CHEMBL612649	Organism	Trichophyton rubrum	
CHEMBL612650	Organism	Crithidia fasciculata	
CHEMBL612651	Organism	Leishmania aethiopica	
CHEMBL612652	Organism	Giardia intestinalis	
CHEMBL612653	Organism	Plasmodium berghei	
CHEMBL612658	Organism	Acyrthosiphon pisum	
CHEMBL612659	Organism	Choristoneura fumiferana	
CHEMBL612661	Organism	Electrophorus electricus	
CHEMBL612662	Organism	Heligmosomoides polygyrus	
CHEMBL612663	Organism	Periplaneta americana	
CHEMBL612664	Organism	Galleria mellonella	
CHEMBL612665	Organism	Apis mellifera	
CHEMBL612666	Organism	Torpedo	
CHEMBL612667	Organism	Xenopus sp.	
CHEMBL612669	Organism	Coturnix coturnix	
CHEMBL612670	Organism	Felis catus	
CHEMBL612671	Organism	Gerbillinae	
CHEMBL612672	Organism	Cowpox virus	
CHEMBL612673	Organism	Bovine alphaherpesvirus 1	
CHEMBL612677	Organism	Coxsackievirus B1	
CHEMBL612678	Organism	rhinovirus A2	
CHEMBL612679	Organism	Respiratory syncytial virus	
CHEMBL612680	Organism	Human respirovirus 1	
CHEMBL612681	Organism	Staphylococcus capitis	
CHEMBL612683	Organism	Myzus persicae	
CHEMBL612684	Organism	Sphingomonas paucimobilis	
CHEMBL612685	Organism	Cooperia	
CHEMBL612686	Organism	Bacteroides ovatus	
CHEMBL612687	Organism	Hoylesella oralis	
CHEMBL612688	Organism	Anolis carolinensis	
CHEMBL612690	Organism	Fusobacterium sp.	
CHEMBL612692	Organism	Collinsella aerofaciens	
CHEMBL612693	Organism	Paraphyton cookei	
CHEMBL612694	Organism	Chlamydia pneumoniae	
CHEMBL612696	Organism	Oculimacula yallundae	
CHEMBL612697	Organism	Streptococcus equi subsp. zooepidemicus	
CHEMBL612698	Organism	Aspergillus pseudoglaucus	
CHEMBL612710	Organism	Arabidopsis thaliana	
CHEMBL612713	Organism	Arachis hypogaea	
CHEMBL612714	Organism	Erythrina corallodendron	
CHEMBL612715	Organism	Pisum sativum	
CHEMBL612716	Organism	Capsicum	
CHEMBL612717	Organism	dengue virus type 3	
CHEMBL612718	Organism	Desmodesmus subspicatus	
CHEMBL612720	Organism	Ascochyta rabiei	
CHEMBL612721	Organism	Digitaria sanguinalis	
CHEMBL612722	Organism	Magnusiomyces capitatus	
CHEMBL612723	Organism	Drechslera	
CHEMBL612724	Organism	Drosophila	
CHEMBL612725	Organism	Eastern equine encephalitis virus	
CHEMBL612726	Organism	Echinochloa frumentacea	
CHEMBL612727	Organism	Echinococcus equinus	
CHEMBL612728	Organism	Ectromelia virus Moscow	
CHEMBL612729	Organism	Ehrlichia canis	
CHEMBL612730	Organism	Eimeria mitis	
CHEMBL612732	Organism	Enterobacter cloacae subsp. dissolvens	
CHEMBL612733	Organism	Ephydatia fluviatilis	
CHEMBL612734	Organism	Epilachna varivestis	
CHEMBL612735	Organism	Eremothecium coryli	
CHEMBL612736	Organism	Erwinia amylovora	
CHEMBL612737	Organism	Eschscholzia californica	
CHEMBL612738	Organism	Euphorbia esula	
CHEMBL612739	Organism	Aspergillus ruber	
CHEMBL612740	Organism	Exophiala dermatitidis	
CHEMBL612741	Organism	Fabaceae	
CHEMBL612742	Organism	Fallopia convolvulus	
CHEMBL612743	Organism	Felid alphaherpesvirus 1	
CHEMBL612744	Organism	Feline coronavirus	
CHEMBL612745	Organism	Feline leukemia virus	
CHEMBL612746	Organism	Flavobacterium	
CHEMBL612747	Organism	Flavobacterium johnsoniae	
CHEMBL612748	Organism	Francisella tularensis subsp. tularensis SCHU S4	
CHEMBL612749	Organism	Fusarium	
CHEMBL612750	Organism	Fusarium acuminatum	
CHEMBL612751	Organism	Fusarium avenaceum	
CHEMBL612752	Organism	Fusarium culmorum	
CHEMBL612753	Organism	Fusarium equiseti	
CHEMBL612754	Organism	Fusarium incarnatum	
CHEMBL612755	Organism	Fusarium oxysporum f. sp. lycopersici	
CHEMBL612756	Organism	Fusarium sp.	
CHEMBL612757	Organism	Fusarium subglutinans	
CHEMBL612758	Organism	Fusarium tricinctum	
CHEMBL612759	Organism	Gambusia affinis	
CHEMBL612760	Organism	Getah virus	
CHEMBL612761	Organism	Fusarium fujikuroi	
CHEMBL612762	Organism	Gloeophyllum trabeum	
CHEMBL612763	Organism	Colletotrichum graminicola	
CHEMBL612764	Organism	Gryllus bimaculatus	
CHEMBL612765	Organism	H2N2 subtype	
CHEMBL612767	Organism	Halocynthia roretzi	
CHEMBL612768	Organism	Hanseniaspora guilliermondii	
CHEMBL612769	Organism	HBV genotype D	
CHEMBL612770	Organism	Helicoverpa punctigera	
CHEMBL612771	Organism	Helicoverpa zea	
CHEMBL612772	Organism	Helminthosporium	
CHEMBL612773	Organism	Heterobasidion annosum	
CHEMBL612774	Organism	Heteropogon contortus	
CHEMBL612775	Organism	HIV-1 M:B_Lai	
CHEMBL612776	Organism	Human adenovirus D37	
CHEMBL612777	Organism	Coxsackievirus A24	
CHEMBL612778	Organism	Coxsackievirus B6	
CHEMBL612779	Organism	Echovirus E6	
CHEMBL612780	Organism	Human gammaherpesvirus 8	
CHEMBL612781	Organism	Trichoderma koningii	
CHEMBL612782	Organism	Trichoderma harzianum	
CHEMBL612783	Organism	Influenza C virus	
CHEMBL612784	Organism	Ipomoea hederacea	
CHEMBL612785	Organism	Iva	
CHEMBL612786	Organism	Kluyveromyces lactis	
CHEMBL612787	Organism	La Crosse virus	
CHEMBL612788	Organism	Lasiodiplodia theobromae	
CHEMBL612789	Organism	Leeuwenhoekiella marinoflava	
CHEMBL612790	Organism	Leishmania chagasi	
CHEMBL612792	Organism	Leishmania enriettii	
CHEMBL612793	Organism	Leishmania guyanensis	
CHEMBL612823	Organism	Acholeplasma laidlawii	
CHEMBL612824	Organism	Spinacia oleracea	
CHEMBL612826	Organism	Armoracia rusticana	
CHEMBL612827	Organism	Brassica oleracea var. capitata	
CHEMBL612830	Organism	Glycine max	
CHEMBL612832	Organism	Catharanthus roseus	
CHEMBL612833	Organism	Solanum	
CHEMBL612834	Organism	Avena fatua	
CHEMBL612835	Organism	Setaria viridis	
CHEMBL612836	Organism	Triticum aestivum	
CHEMBL612837	Organism	Saprolegnia	
CHEMBL612838	Organism	Phytophthora capsici	
CHEMBL612839	Organism	Rhizomucor miehei	
CHEMBL612840	Organism	Rhizopus microsporus var. chinensis	
CHEMBL612841	Organism	Pichia kudriavzevii	
CHEMBL612842	Organism	Kluyveromyces marxianus	
CHEMBL612843	Organism	Meyerozyma guilliermondii	
CHEMBL612844	Organism	Yarrowia lipolytica	
CHEMBL612845	Organism	Aspergillus oryzae	
CHEMBL612846	Organism	Aspergillus wentii	
CHEMBL612847	Organism	Penicillium chrysogenum	
CHEMBL612848	Organism	Leishmania infantum	
CHEMBL612849	Organism	Trypanosoma brucei	
CHEMBL612851	Organism	Trypanosoma brucei brucei	
CHEMBL612852	Organism	Tritrichomonas suis	
CHEMBL612853	Organism	Entamoeba histolytica	
CHEMBL612854	Organism	Eimeria tenella	
CHEMBL612855	Organism	Cryptosporidium parvum	
CHEMBL612856	Organism	Plasmodium falciparum K1	
CHEMBL612858	Organism	Tetrahymena thermophila	
CHEMBL612859	Organism	Encephalitozoon cuniculi	
CHEMBL612860	Organism	Fasciola hepatica	
CHEMBL612861	Organism	Dermatophagoides pteronyssinus	
CHEMBL612862	Organism	Albifimbria verrucaria	
CHEMBL612863	Organism	Ophiostoma ulmi	
CHEMBL612864	Organism	Ustilago maydis	
CHEMBL612865	Organism	Papiliotrema laurentii	
CHEMBL612866	Organism	Colletotrichum musae	
CHEMBL612867	Organism	Candida	
CHEMBL612868	Organism	Candida parapsilosis	
CHEMBL612869	Organism	Diutina rugosa	
CHEMBL612870	Organism	Candida tropicalis	
CHEMBL612871	Organism	Rhodotorula mucilaginosa	
CHEMBL612872	Organism	Trichoderma	
CHEMBL612873	Organism	Trichoderma viride	
CHEMBL612874	Organism	Trichosporon beigelii	
CHEMBL612875	Organism	Aureobasidium pullulans	
CHEMBL612876	Organism	Scedosporium boydii	
CHEMBL612877	Organism	Leishmania amazonensis	
CHEMBL612878	Organism	Leishmania braziliensis	
CHEMBL612879	Organism	Leishmania major	
CHEMBL612880	Organism	Leishmania mexicana	
CHEMBL612881	Organism	Leishmania tropica	
CHEMBL612882	Organism	Leishmania panamensis	
CHEMBL612883	Organism	Trypanosoma	
CHEMBL612884	Organism	Trichomonas vaginalis	
CHEMBL612885	Organism	Eimeria	
CHEMBL612886	Organism	Eimeria acervulina	
CHEMBL612887	Organism	Eimeria maxima	
CHEMBL612888	Organism	Toxoplasma gondii	
CHEMBL612889	Organism	Plasmodium yoelii	
CHEMBL612890	Organism	Theileria parva	
CHEMBL612891	Organism	Tetrahymena pyriformis	
CHEMBL612893	Organism	Schistosoma mansoni	
CHEMBL612894	Organism	Taenia crassiceps	
CHEMBL612895	Organism	Locusta migratoria	
CHEMBL612896	Organism	Bombyx mori	
CHEMBL612897	Organism	Spodoptera littoralis	
CHEMBL612898	Organism	Manduca sexta	
CHEMBL612899	Organism	Drosophila melanogaster	
CHEMBL612900	Organism	Calliphoridae	
CHEMBL612901	Organism	Phormia regina	
CHEMBL612902	Organism	Ctenocephalides felis	
CHEMBL612903	Organism	Hemicentrotus pulcherrimus	
CHEMBL612905	Organism	Cyprinus carpio	
CHEMBL612906	Organism	Lithobates pipiens	
CHEMBL612907	Organism	Serpentes	
CHEMBL612913	Organism	Leishmania mexicana venezuelensis	
CHEMBL612914	Organism	Leishmania pifanoi	
CHEMBL612915	Organism	Leishmania tarentolae	
CHEMBL612916	Organism	Lemna aequinoctialis	
CHEMBL612917	Organism	Leptomonas seymouri	
CHEMBL612918	Organism	Leptothorax	
CHEMBL612919	Organism	Leuconostoc	
CHEMBL612920	Organism	Lindra thalassiae	
CHEMBL612921	Organism	Lucilia sericata	
CHEMBL612922	Organism	Lymantria dispar	
CHEMBL612923	Organism	Radix natalensis	
CHEMBL612924	Organism	Madracis myriaster	
CHEMBL612925	Organism	Pyricularia oryzae	
CHEMBL612926	Organism	Malassezia furfur	
CHEMBL612927	Organism	Mammalian orthoreovirus 1	
CHEMBL612928	Organism	Mammalian orthoreovirus 3	
CHEMBL612929	Organism	Marinobacterium stanieri	
CHEMBL612930	Organism	marmosets	
CHEMBL612931	Organism	Measles virus genotype A	
CHEMBL612932	Organism	Measles virus genotype D6	
CHEMBL612933	Organism	Measles virus genotype D7	
CHEMBL612934	Organism	Medicago sativa	
CHEMBL612935	Organism	Metapneumovirus	
CHEMBL612936	Organism	Microbacterium maritypicum	
CHEMBL612937	Organism	Micrococcus	
CHEMBL612938	Organism	Micrococcus flavus	
CHEMBL612939	Organism	Maize chlorotic mottle virus	
CHEMBL612940	Organism	Malassezia	
CHEMBL612941	Organism	Micrococcus sp.	
CHEMBL612942	Organism	Microcystis aeruginosa	
CHEMBL612944	Organism	Microsporum distortum	
CHEMBL612946	Organism	Modoc virus	
CHEMBL612947	Organism	Monilinia fructigena	
CHEMBL612948	Organism	Mucor circinelloides	
CHEMBL612949	Organism	Mucor hiemalis	
CHEMBL612950	Organism	Mucor racemosus	
CHEMBL612951	Organism	Mycobacteroides abscessus	
CHEMBL612952	Organism	Mycolicibacterium aurum	
CHEMBL612953	Organism	Mycobacterium avium complex sp.	
CHEMBL612954	Organism	Mycobacterium avium-intracellulare	
CHEMBL612955	Organism	Mycobacterium conspicuum	
CHEMBL612956	Organism	Mycolicibacterium diernhoferi	
CHEMBL612957	Organism	Mycolicibacter hiberniae	
CHEMBL612958	Organism	Mycobacterium interjectum	
CHEMBL612959	Organism	Mycolicibacterium mageritense	
CHEMBL612960	Organism	Mycobacterium tuberculosis variant microti	
CHEMBL612961	Organism	Mycolicibacterium novocastrense	
CHEMBL612962	Organism	Mycobacterium shimoidei	
CHEMBL612963	Organism	Mycobacterium sp.	
CHEMBL612964	Organism	Mycobacterium szulgai	
CHEMBL612965	Organism	Mycobacterium ulcerans	
CHEMBL612966	Organism	Mycoplasma mycoides subsp. mycoides SC	
CHEMBL612967	Organism	Mycosphaerella	
CHEMBL612969	Organism	Mycotypha microspora	
CHEMBL612970	Organism	Nadsonia fulvescens	
CHEMBL612971	Organism	Neisseria	
CHEMBL612972	Organism	Neospora caninum	
CHEMBL612973	Organism	Neurospora crassa	
CHEMBL612974	Organism	Nilaparvata lugens	
CHEMBL612975	Organism	Nippostrongylus	
CHEMBL612976	Organism	Nocardia brasiliensis	
CHEMBL612977	Organism	Nocardia nova	
CHEMBL612978	Organism	Nocardia pseudobrasiliensis	
CHEMBL612979	Organism	Nocardia sp.	
CHEMBL612980	Organism	Aedes atropalpus	
CHEMBL612981	Organism	Ophiostoma minus	
CHEMBL612982	Organism	Oreochromis mossambicus	
CHEMBL612983	Organism	Orf virus	
CHEMBL612984	Organism	Oryzias latipes	
CHEMBL612985	Organism	Ostrinia nubilalis	
CHEMBL612986	Organism	Paecilomyces	
CHEMBL612987	Organism	Panagrellus redivivus	
CHEMBL612988	Organism	Papio anubis	
CHEMBL612989	Organism	Pectinophora gossypiella	
CHEMBL612990	Organism	Pectobacterium carotovorum	
CHEMBL612991	Organism	Penicillium crustosum	
CHEMBL612992	Organism	Penicillium expansum	
CHEMBL612993	Organism	Aspergillus inflatus	
CHEMBL612994	Organism	Talaromyces marneffei	
CHEMBL612995	Organism	Penicillium ochrochloron	
CHEMBL612996	Organism	Penicillium verrucosum	
CHEMBL612997	Organism	Phaedon cochleariae	
CHEMBL612998	Organism	Phaseolus vulgaris	
CHEMBL612999	Organism	Plenodomus tracheiphilus	
CHEMBL613000	Organism	Photobacterium phosphoreum	
CHEMBL613002	Organism	Phytophthora cinnamomi	
CHEMBL613003	Organism	Ogataea angusta	
CHEMBL613004	Organism	Wickerhamomyces anomalus	
CHEMBL613005	Organism	Starmera dryadoides	
CHEMBL613006	Organism	Pichia kluyveri	
CHEMBL613007	Organism	Yamadazyma nakazawae	
CHEMBL613008	Organism	Picornaviridae	
CHEMBL613009	Organism	Pimephales promelas	
CHEMBL613010	Organism	Pinus radiata	
CHEMBL613011	Organism	Plasmodium knowlesi	
CHEMBL613012	Organism	Plasmodium vinckei petteri	
CHEMBL613013	Organism	Plasmodium vivax	
CHEMBL613014	Organism	Pluteus	
CHEMBL613015	Organism	Poecilia reticulata	
CHEMBL613016	Organism	Porcine endogenous retrovirus	
CHEMBL613017	Organism	Potato virus X	
CHEMBL613018	Organism	Prorocentrum micans	
CHEMBL613019	Organism	Proteus sp.	
CHEMBL613020	Organism	Pseudoalteromonas	
CHEMBL613021	Organism	Pseudoalteromonas haloplanktis	
CHEMBL613022	Organism	Pseudomonas cichorii	
CHEMBL613023	Organism	Pseudomonas reptilivorous	
CHEMBL613024	Organism	Pseudomonas savastanoi	
CHEMBL613025	Organism	Pseudomonas syringae	
CHEMBL613026	Organism	Pseudomonas tolaasii	
CHEMBL613027	Organism	Trametes sanguinea	
CHEMBL613028	Organism	Pyricularia	
CHEMBL613029	Organism	Globisporangium middletonii	
CHEMBL613030	Organism	Globisporangium rostratum	
CHEMBL613031	Organism	Rana temporaria	
